ID,X,Y,Lat,Lon
156,1073,643,21.517166,105.381546
157,1074,643,21.517166,105.381635
158,1075,643,21.517166,105.381725
159,1076,643,21.517166,105.381815
160,1077,643,21.517166,105.381905
161,1078,643,21.517166,105.381995
162,1079,643,21.517166,105.382085
163,1080,643,21.517166,105.382174
164,1081,643,21.517166,105.382264
165,1082,643,21.517166,105.382354
166,1083,643,21.517166,105.382444
167,1084,643,21.517166,105.382534
168,1085,643,21.517166,105.382624
169,1086,643,21.517166,105.382713
170,1087,643,21.517166,105.382803
171,1088,643,21.517166,105.382893
172,1089,643,21.517166,105.382983
173,1090,643,21.517166,105.383073
174,1091,643,21.517166,105.383163
175,1092,643,21.517166,105.383252
176,1093,643,21.517166,105.383342
177,1094,643,21.517166,105.383432
178,1095,643,21.517166,105.383522
179,1097,643,21.517166,105.383702
180,1096,643,21.517166,105.383612
181,1073,644,21.517077,105.381546
182,1074,644,21.517077,105.381635
183,1075,644,21.517077,105.381725
184,1076,644,21.517077,105.381815
185,1077,644,21.517077,105.381905
186,1078,644,21.517077,105.381995
187,1079,644,21.517077,105.382085
188,1080,644,21.517077,105.382174
189,1081,644,21.517077,105.382264
190,1082,644,21.517077,105.382354
191,1083,644,21.517077,105.382444
192,1084,644,21.517077,105.382534
193,1085,644,21.517077,105.382624
194,1086,644,21.517077,105.382713
195,1087,644,21.517077,105.382803
196,1088,644,21.517077,105.382893
197,1089,644,21.517077,105.382983
198,1090,644,21.517077,105.383073
199,1091,644,21.517077,105.383163
200,1092,644,21.517077,105.383252
201,1093,644,21.517077,105.383342
202,1094,644,21.517077,105.383432
203,1095,644,21.517077,105.383522
204,1096,644,21.517077,105.383612
205,1097,644,21.517077,105.383702
206,1073,645,21.516987,105.381546
207,1074,645,21.516987,105.381635
208,1075,645,21.516987,105.381725
209,1076,645,21.516987,105.381815
210,1077,645,21.516987,105.381905
211,1078,645,21.516987,105.381995
212,1079,645,21.516987,105.382085
213,1080,645,21.516987,105.382174
214,1081,645,21.516987,105.382264
215,1082,645,21.516987,105.382354
216,1083,645,21.516987,105.382444
217,1084,645,21.516987,105.382534
218,1085,645,21.516987,105.382624
219,1086,645,21.516987,105.382713
220,1087,645,21.516987,105.382803
221,1088,645,21.516987,105.382893
222,1089,645,21.516987,105.382983
223,1090,645,21.516987,105.383073
224,1091,645,21.516987,105.383163
225,1092,645,21.516987,105.383252
226,1093,645,21.516987,105.383342
227,1094,645,21.516987,105.383432
228,1095,645,21.516987,105.383522
229,1096,645,21.516987,105.383612
230,1097,645,21.516987,105.383702
231,1074,646,21.516897,105.381635
232,1075,646,21.516897,105.381725
233,1076,646,21.516897,105.381815
234,1077,646,21.516897,105.381905
235,1078,646,21.516897,105.381995
236,1079,646,21.516897,105.382085
237,1080,646,21.516897,105.382174
238,1081,646,21.516897,105.382264
239,1082,646,21.516897,105.382354
240,1083,646,21.516897,105.382444
241,1084,646,21.516897,105.382534
242,1085,646,21.516897,105.382624
243,1086,646,21.516897,105.382713
244,1087,646,21.516897,105.382803
245,1088,646,21.516897,105.382893
246,1089,646,21.516897,105.382983
247,1090,646,21.516897,105.383073
248,1091,646,21.516897,105.383163
249,1092,646,21.516897,105.383252
250,1093,646,21.516897,105.383342
251,1094,646,21.516897,105.383432
252,1095,646,21.516897,105.383522
253,1096,646,21.516897,105.383612
254,1097,646,21.516897,105.383702
255,1075,647,21.516807,105.381725
256,1076,647,21.516807,105.381815
257,1077,647,21.516807,105.381905
258,1078,647,21.516807,105.381995
259,1079,647,21.516807,105.382085
260,1080,647,21.516807,105.382174
261,1081,647,21.516807,105.382264
262,1082,647,21.516807,105.382354
263,1083,647,21.516807,105.382444
264,1084,647,21.516807,105.382534
265,1085,647,21.516807,105.382624
266,1086,647,21.516807,105.382713
267,1087,647,21.516807,105.382803
268,1088,647,21.516807,105.382893
269,1089,647,21.516807,105.382983
270,1090,647,21.516807,105.383073
271,1091,647,21.516807,105.383163
272,1092,647,21.516807,105.383252
273,1093,647,21.516807,105.383342
274,1094,647,21.516807,105.383432
275,1095,647,21.516807,105.383522
276,1096,647,21.516807,105.383612
277,1097,647,21.516807,105.383702
278,1077,648,21.516717,105.381905
279,1078,648,21.516717,105.381995
280,1079,648,21.516717,105.382085
281,1080,648,21.516717,105.382174
282,1081,648,21.516717,105.382264
283,1082,648,21.516717,105.382354
284,1083,648,21.516717,105.382444
285,1084,648,21.516717,105.382534
286,1085,648,21.516717,105.382624
287,1086,648,21.516717,105.382713
288,1087,648,21.516717,105.382803
289,1088,648,21.516717,105.382893
290,1089,648,21.516717,105.382983
291,1090,648,21.516717,105.383073
292,1091,648,21.516717,105.383163
293,1092,648,21.516717,105.383252
294,1093,648,21.516717,105.383342
295,1094,648,21.516717,105.383432
296,1095,648,21.516717,105.383522
297,1096,648,21.516717,105.383612
298,1097,648,21.516717,105.383702
299,1078,649,21.516627,105.381995
300,1080,649,21.516627,105.382174
301,1081,649,21.516627,105.382264
302,1082,649,21.516627,105.382354
303,1083,649,21.516627,105.382444
304,1084,649,21.516627,105.382534
305,1085,649,21.516627,105.382624
306,1086,649,21.516627,105.382713
307,1087,649,21.516627,105.382803
308,1088,649,21.516627,105.382893
309,1089,649,21.516627,105.382983
310,1090,649,21.516627,105.383073
311,1079,649,21.516627,105.382085
312,1091,649,21.516627,105.383163
313,1092,649,21.516627,105.383252
314,1093,649,21.516627,105.383342
315,1094,649,21.516627,105.383432
316,1095,649,21.516627,105.383522
317,1096,649,21.516627,105.383612
318,1079,650,21.516538,105.382085
319,1080,650,21.516538,105.382174
320,1081,650,21.516538,105.382264
321,1082,650,21.516538,105.382354
322,1083,650,21.516538,105.382444
323,1084,650,21.516538,105.382534
324,1085,650,21.516538,105.382624
325,1086,650,21.516538,105.382713
326,1087,650,21.516538,105.382803
327,1088,650,21.516538,105.382893
328,1089,650,21.516538,105.382983
329,1090,650,21.516538,105.383073
330,1091,650,21.516538,105.383163
331,1092,650,21.516538,105.383252
332,1093,650,21.516538,105.383342
333,1094,650,21.516538,105.383432
334,1081,651,21.516448,105.382264
335,1082,651,21.516448,105.382354
336,1083,651,21.516448,105.382444
337,1084,651,21.516448,105.382534
338,1085,651,21.516448,105.382624
339,1086,651,21.516448,105.382713
340,1087,651,21.516448,105.382803
341,1088,651,21.516448,105.382893
342,1089,651,21.516448,105.382983
343,1090,651,21.516448,105.383073
344,1091,651,21.516448,105.383163
345,1092,651,21.516448,105.383252
346,1082,652,21.516358,105.382354
347,1090,652,21.516358,105.383073
348,1084,652,21.516358,105.382534
349,1085,652,21.516358,105.382624
350,1086,652,21.516358,105.382713
351,1087,652,21.516358,105.382803
352,1088,652,21.516358,105.382893
353,1089,652,21.516358,105.382983
354,1083,652,21.516358,105.382444
355,1085,653,21.516268,105.382624
356,1088,653,21.516268,105.382893
357,1087,653,21.516268,105.382803
358,1084,653,21.516268,105.382534
359,1086,653,21.516268,105.382713
360,1085,654,21.516178,105.382624
361,1086,654,21.516178,105.382713
362,3017,1040,21.481503,105.556178
363,3009,1040,21.481503,105.555459
364,3010,1040,21.481503,105.555549
365,3011,1040,21.481503,105.555639
366,3012,1040,21.481503,105.555729
367,3013,1040,21.481503,105.555819
368,3014,1040,21.481503,105.555909
369,3015,1040,21.481503,105.555998
370,3016,1040,21.481503,105.556088
371,3017,1041,21.481413,105.556178
372,3016,1041,21.481413,105.556088
373,3015,1041,21.481413,105.555998
374,3014,1041,21.481413,105.555909
375,3013,1041,21.481413,105.555819
376,3012,1041,21.481413,105.555729
377,3011,1041,21.481413,105.555639
378,3010,1041,21.481413,105.555549
379,3009,1041,21.481413,105.555459
380,3008,1041,21.481413,105.55537
381,3007,1041,21.481413,105.55528
382,3006,1041,21.481413,105.55519
383,3005,1041,21.481413,105.5551
384,3004,1041,21.481413,105.55501
385,3003,1041,21.481413,105.55492
386,3000,1041,21.481413,105.554651
387,3001,1041,21.481413,105.554741
388,3002,1041,21.481413,105.554831
389,3001,1042,21.481324,105.554741
390,3016,1042,21.481324,105.556088
391,3015,1042,21.481324,105.555998
392,3014,1042,21.481324,105.555909
393,3013,1042,21.481324,105.555819
394,3012,1042,21.481324,105.555729
395,3011,1042,21.481324,105.555639
396,3010,1042,21.481324,105.555549
397,3009,1042,21.481324,105.555459
398,3008,1042,21.481324,105.55537
399,3007,1042,21.481324,105.55528
400,3006,1042,21.481324,105.55519
401,3005,1042,21.481324,105.5551
402,3004,1042,21.481324,105.55501
403,3003,1042,21.481324,105.55492
404,3000,1042,21.481324,105.554651
405,3017,1042,21.481324,105.556178
406,3002,1042,21.481324,105.554831
407,3003,1043,21.481234,105.55492
408,3004,1043,21.481234,105.55501
409,3005,1043,21.481234,105.5551
410,3006,1043,21.481234,105.55519
411,3007,1043,21.481234,105.55528
412,3008,1043,21.481234,105.55537
413,3009,1043,21.481234,105.555459
414,3010,1043,21.481234,105.555549
415,3011,1043,21.481234,105.555639
416,3012,1043,21.481234,105.555729
417,3013,1043,21.481234,105.555819
418,3014,1043,21.481234,105.555909
419,3015,1043,21.481234,105.555998
420,3016,1043,21.481234,105.556088
421,3017,1043,21.481234,105.556178
422,3000,1043,21.481234,105.554651
423,3001,1043,21.481234,105.554741
424,3002,1043,21.481234,105.554831
425,3007,1044,21.481144,105.55528
426,3001,1044,21.481144,105.554741
427,3002,1044,21.481144,105.554831
428,3003,1044,21.481144,105.55492
429,3004,1044,21.481144,105.55501
430,3005,1044,21.481144,105.5551
431,3006,1044,21.481144,105.55519
432,3008,1044,21.481144,105.55537
433,3009,1044,21.481144,105.555459
434,3010,1044,21.481144,105.555549
435,3011,1044,21.481144,105.555639
436,3012,1044,21.481144,105.555729
437,3013,1044,21.481144,105.555819
438,3014,1044,21.481144,105.555909
439,3015,1044,21.481144,105.555998
440,3016,1044,21.481144,105.556088
441,3017,1044,21.481144,105.556178
442,3000,1044,21.481144,105.554651
443,3007,1045,21.481054,105.55528
444,3006,1045,21.481054,105.55519
445,3005,1045,21.481054,105.5551
446,3008,1045,21.481054,105.55537
447,3003,1045,21.481054,105.55492
448,3002,1045,21.481054,105.554831
449,3001,1045,21.481054,105.554741
450,3009,1045,21.481054,105.555459
451,3010,1045,21.481054,105.555549
452,3011,1045,21.481054,105.555639
453,3012,1045,21.481054,105.555729
454,3013,1045,21.481054,105.555819
455,3014,1045,21.481054,105.555909
456,3015,1045,21.481054,105.555998
457,3016,1045,21.481054,105.556088
458,3017,1045,21.481054,105.556178
459,3004,1045,21.481054,105.55501
460,3005,1046,21.480964,105.5551
461,3002,1046,21.480964,105.554831
462,3003,1046,21.480964,105.55492
463,3009,1046,21.480964,105.555459
464,3004,1046,21.480964,105.55501
465,3007,1046,21.480964,105.55528
466,3006,1046,21.480964,105.55519
467,3001,1046,21.480964,105.554741
468,3010,1046,21.480964,105.555549
469,3011,1046,21.480964,105.555639
470,3012,1046,21.480964,105.555729
471,3013,1046,21.480964,105.555819
472,3014,1046,21.480964,105.555909
473,3015,1046,21.480964,105.555998
474,3016,1046,21.480964,105.556088
475,3017,1046,21.480964,105.556178
476,3018,1046,21.480964,105.556268
477,3008,1046,21.480964,105.55537
478,3008,1047,21.480874,105.55537
479,3007,1047,21.480874,105.55528
480,3006,1047,21.480874,105.55519
481,3005,1047,21.480874,105.5551
482,3004,1047,21.480874,105.55501
483,3003,1047,21.480874,105.55492
484,3002,1047,21.480874,105.554831
485,3001,1047,21.480874,105.554741
486,3010,1047,21.480874,105.555549
487,3011,1047,21.480874,105.555639
488,3012,1047,21.480874,105.555729
489,3013,1047,21.480874,105.555819
490,3014,1047,21.480874,105.555909
491,3015,1047,21.480874,105.555998
492,3016,1047,21.480874,105.556088
493,3017,1047,21.480874,105.556178
494,3018,1047,21.480874,105.556268
495,3009,1047,21.480874,105.555459
496,3001,1048,21.480785,105.554741
497,3002,1048,21.480785,105.554831
498,3003,1048,21.480785,105.55492
499,3004,1048,21.480785,105.55501
500,3005,1048,21.480785,105.5551
501,3006,1048,21.480785,105.55519
502,3007,1048,21.480785,105.55528
503,3008,1048,21.480785,105.55537
504,3009,1048,21.480785,105.555459
505,3010,1048,21.480785,105.555549
506,3018,1048,21.480785,105.556268
507,3011,1048,21.480785,105.555639
508,3012,1048,21.480785,105.555729
509,3013,1048,21.480785,105.555819
510,3014,1048,21.480785,105.555909
511,3015,1048,21.480785,105.555998
512,3016,1048,21.480785,105.556088
513,3017,1048,21.480785,105.556178
514,3009,1049,21.480695,105.555459
515,3001,1049,21.480695,105.554741
516,3002,1049,21.480695,105.554831
517,3003,1049,21.480695,105.55492
518,3004,1049,21.480695,105.55501
519,3005,1049,21.480695,105.5551
520,3006,1049,21.480695,105.55519
521,3007,1049,21.480695,105.55528
522,3008,1049,21.480695,105.55537
523,3018,1049,21.480695,105.556268
524,3010,1049,21.480695,105.555549
525,3011,1049,21.480695,105.555639
526,3012,1049,21.480695,105.555729
527,3013,1049,21.480695,105.555819
528,3014,1049,21.480695,105.555909
529,3015,1049,21.480695,105.555998
530,3016,1049,21.480695,105.556088
531,3017,1049,21.480695,105.556178
532,3018,1050,21.480605,105.556268
533,3001,1050,21.480605,105.554741
534,3002,1050,21.480605,105.554831
535,3017,1050,21.480605,105.556178
536,3016,1050,21.480605,105.556088
537,3015,1050,21.480605,105.555998
538,3014,1050,21.480605,105.555909
539,3013,1050,21.480605,105.555819
540,3012,1050,21.480605,105.555729
541,3011,1050,21.480605,105.555639
542,3010,1050,21.480605,105.555549
543,3003,1050,21.480605,105.55492
544,3004,1050,21.480605,105.55501
545,3005,1050,21.480605,105.5551
546,3006,1050,21.480605,105.55519
547,3007,1050,21.480605,105.55528
548,3008,1050,21.480605,105.55537
549,3009,1050,21.480605,105.555459
550,3018,1051,21.480515,105.556268
551,3016,1051,21.480515,105.556088
552,3015,1051,21.480515,105.555998
553,3014,1051,21.480515,105.555909
554,3013,1051,21.480515,105.555819
555,3012,1051,21.480515,105.555729
556,3011,1051,21.480515,105.555639
557,3010,1051,21.480515,105.555549
558,3009,1051,21.480515,105.555459
559,3001,1051,21.480515,105.554741
560,3002,1051,21.480515,105.554831
561,3003,1051,21.480515,105.55492
562,3004,1051,21.480515,105.55501
563,3005,1051,21.480515,105.5551
564,3006,1051,21.480515,105.55519
565,3007,1051,21.480515,105.55528
566,3008,1051,21.480515,105.55537
567,3017,1051,21.480515,105.556178
568,3014,1052,21.480425,105.555909
569,3013,1052,21.480425,105.555819
570,3012,1052,21.480425,105.555729
571,3011,1052,21.480425,105.555639
572,3010,1052,21.480425,105.555549
573,3009,1052,21.480425,105.555459
574,3008,1052,21.480425,105.55537
575,3015,1052,21.480425,105.555998
576,3007,1052,21.480425,105.55528
577,3001,1052,21.480425,105.554741
578,3002,1052,21.480425,105.554831
579,3003,1052,21.480425,105.55492
580,3004,1052,21.480425,105.55501
581,3005,1052,21.480425,105.5551
582,3006,1052,21.480425,105.55519
583,3016,1052,21.480425,105.556088
584,3017,1052,21.480425,105.556178
585,3018,1052,21.480425,105.556268
586,3006,1053,21.480335,105.55519
587,3005,1053,21.480335,105.5551
588,3004,1053,21.480335,105.55501
589,3003,1053,21.480335,105.55492
590,3002,1053,21.480335,105.554831
591,3007,1053,21.480335,105.55528
592,3008,1053,21.480335,105.55537
593,3009,1053,21.480335,105.555459
594,3010,1053,21.480335,105.555549
595,3018,1053,21.480335,105.556268
596,3017,1053,21.480335,105.556178
597,3016,1053,21.480335,105.556088
598,3015,1053,21.480335,105.555998
599,3014,1053,21.480335,105.555909
600,3013,1053,21.480335,105.555819
601,3012,1053,21.480335,105.555729
602,3011,1053,21.480335,105.555639
603,3002,1054,21.480246,105.554831
604,3003,1054,21.480246,105.55492
605,3004,1054,21.480246,105.55501
606,3005,1054,21.480246,105.5551
607,3006,1054,21.480246,105.55519
608,3007,1054,21.480246,105.55528
609,3008,1054,21.480246,105.55537
610,3009,1054,21.480246,105.555459
611,3010,1054,21.480246,105.555549
612,3011,1054,21.480246,105.555639
613,3012,1054,21.480246,105.555729
614,3013,1054,21.480246,105.555819
615,3014,1054,21.480246,105.555909
616,3015,1054,21.480246,105.555998
617,3016,1054,21.480246,105.556088
618,3017,1054,21.480246,105.556178
619,3018,1054,21.480246,105.556268
620,3002,1055,21.480156,105.554831
621,3003,1055,21.480156,105.55492
622,3004,1055,21.480156,105.55501
623,3005,1055,21.480156,105.5551
624,3006,1055,21.480156,105.55519
625,3007,1055,21.480156,105.55528
626,3008,1055,21.480156,105.55537
627,3009,1055,21.480156,105.555459
628,3010,1055,21.480156,105.555549
629,3011,1055,21.480156,105.555639
630,3012,1055,21.480156,105.555729
631,3014,1055,21.480156,105.555909
632,3015,1055,21.480156,105.555998
633,3016,1055,21.480156,105.556088
634,3017,1055,21.480156,105.556178
635,3018,1055,21.480156,105.556268
636,3013,1055,21.480156,105.555819
637,3003,1056,21.480066,105.55492
638,3004,1056,21.480066,105.55501
639,3005,1056,21.480066,105.5551
640,3006,1056,21.480066,105.55519
641,3007,1056,21.480066,105.55528
642,3018,1056,21.480066,105.556268
643,3017,1056,21.480066,105.556178
644,3016,1056,21.480066,105.556088
645,3015,1056,21.480066,105.555998
646,3014,1056,21.480066,105.555909
647,3013,1056,21.480066,105.555819
648,3012,1056,21.480066,105.555729
649,3011,1056,21.480066,105.555639
650,3010,1056,21.480066,105.555549
651,3009,1056,21.480066,105.555459
652,3002,1056,21.480066,105.554831
653,3008,1056,21.480066,105.55537
654,3014,1057,21.479976,105.555909
655,3018,1057,21.479976,105.556268
656,3017,1057,21.479976,105.556178
657,3016,1057,21.479976,105.556088
658,3015,1057,21.479976,105.555998
659,3013,1057,21.479976,105.555819
660,3012,1057,21.479976,105.555729
661,3011,1057,21.479976,105.555639
662,3010,1057,21.479976,105.555549
663,3009,1057,21.479976,105.555459
664,3008,1057,21.479976,105.55537
665,3002,1057,21.479976,105.554831
666,3003,1057,21.479976,105.55492
667,3004,1057,21.479976,105.55501
668,3005,1057,21.479976,105.5551
669,3006,1057,21.479976,105.55519
670,3007,1057,21.479976,105.55528
671,3019,1057,21.479976,105.556358
672,3009,1058,21.479886,105.555459
673,3010,1058,21.479886,105.555549
674,3011,1058,21.479886,105.555639
675,3012,1058,21.479886,105.555729
676,3013,1058,21.479886,105.555819
677,3015,1058,21.479886,105.555998
678,3014,1058,21.479886,105.555909
679,3016,1058,21.479886,105.556088
680,3017,1058,21.479886,105.556178
681,3018,1058,21.479886,105.556268
682,3008,1058,21.479886,105.55537
683,3002,1058,21.479886,105.554831
684,3003,1058,21.479886,105.55492
685,3004,1058,21.479886,105.55501
686,3005,1058,21.479886,105.5551
687,3006,1058,21.479886,105.55519
688,3007,1058,21.479886,105.55528
689,3019,1058,21.479886,105.556358
690,3010,1059,21.479796,105.555549
691,3011,1059,21.479796,105.555639
692,3012,1059,21.479796,105.555729
693,3014,1059,21.479796,105.555909
694,3015,1059,21.479796,105.555998
695,3016,1059,21.479796,105.556088
696,3013,1059,21.479796,105.555819
697,3017,1059,21.479796,105.556178
698,3018,1059,21.479796,105.556268
699,3019,1059,21.479796,105.556358
700,3009,1059,21.479796,105.555459
701,3002,1059,21.479796,105.554831
702,3003,1059,21.479796,105.55492
703,3004,1059,21.479796,105.55501
704,3005,1059,21.479796,105.5551
705,3006,1059,21.479796,105.55519
706,3007,1059,21.479796,105.55528
707,3008,1059,21.479796,105.55537
708,3005,1060,21.479707,105.5551
709,3018,1060,21.479707,105.556268
710,3017,1060,21.479707,105.556178
711,3016,1060,21.479707,105.556088
712,3015,1060,21.479707,105.555998
713,3014,1060,21.479707,105.555909
714,3013,1060,21.479707,105.555819
715,3012,1060,21.479707,105.555729
716,3011,1060,21.479707,105.555639
717,3010,1060,21.479707,105.555549
718,3009,1060,21.479707,105.555459
719,3008,1060,21.479707,105.55537
720,3002,1060,21.479707,105.554831
721,3003,1060,21.479707,105.55492
722,3004,1060,21.479707,105.55501
723,3019,1060,21.479707,105.556358
724,3006,1060,21.479707,105.55519
725,3007,1060,21.479707,105.55528
726,3019,1061,21.479617,105.556358
727,3018,1061,21.479617,105.556268
728,3017,1061,21.479617,105.556178
729,3016,1061,21.479617,105.556088
730,3009,1061,21.479617,105.555459
731,3015,1061,21.479617,105.555998
732,3014,1061,21.479617,105.555909
733,3006,1061,21.479617,105.55519
734,3013,1061,21.479617,105.555819
735,3012,1061,21.479617,105.555729
736,3011,1061,21.479617,105.555639
737,3010,1061,21.479617,105.555549
738,3002,1061,21.479617,105.554831
739,3003,1061,21.479617,105.55492
740,3004,1061,21.479617,105.55501
741,3005,1061,21.479617,105.5551
742,3008,1061,21.479617,105.55537
743,3007,1061,21.479617,105.55528
744,3004,1062,21.479527,105.55501
745,3017,1062,21.479527,105.556178
746,3015,1062,21.479527,105.555998
747,3014,1062,21.479527,105.555909
748,3013,1062,21.479527,105.555819
749,3012,1062,21.479527,105.555729
750,3011,1062,21.479527,105.555639
751,3010,1062,21.479527,105.555549
752,3009,1062,21.479527,105.555459
753,3008,1062,21.479527,105.55537
754,3007,1062,21.479527,105.55528
755,3006,1062,21.479527,105.55519
756,3003,1062,21.479527,105.55492
757,3016,1062,21.479527,105.556088
758,3005,1062,21.479527,105.5551
759,3013,1063,21.479437,105.555819
760,3012,1063,21.479437,105.555729
761,3011,1063,21.479437,105.555639
762,3010,1063,21.479437,105.555549
763,3008,1063,21.479437,105.55537
764,3007,1063,21.479437,105.55528
765,3006,1063,21.479437,105.55519
766,3005,1063,21.479437,105.5551
767,3004,1063,21.479437,105.55501
768,3003,1063,21.479437,105.55492
769,3009,1063,21.479437,105.555459
770,3008,1064,21.479347,105.55537
771,3007,1064,21.479347,105.55528
772,3006,1064,21.479347,105.55519
773,3005,1064,21.479347,105.5551
774,3004,1064,21.479347,105.55501
775,3003,1064,21.479347,105.55492
776,3004,1065,21.479257,105.55501
777,3003,1065,21.479257,105.55492
778,3324,1069,21.478898,105.583756
779,3325,1069,21.478898,105.583846
780,3321,1069,21.478898,105.583487
781,3320,1069,21.478898,105.583397
782,3326,1069,21.478898,105.583936
783,3327,1069,21.478898,105.584026
784,3328,1069,21.478898,105.584116
785,3329,1069,21.478898,105.584206
786,3330,1069,21.478898,105.584295
787,3331,1069,21.478898,105.584385
788,3322,1069,21.478898,105.583577
789,3323,1069,21.478898,105.583667
790,3313,1069,21.478898,105.582768
791,3314,1069,21.478898,105.582858
792,3315,1069,21.478898,105.582948
793,3316,1069,21.478898,105.583038
794,3317,1069,21.478898,105.583128
795,3318,1069,21.478898,105.583217
796,3319,1069,21.478898,105.583307
